_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,no_of_persons,person_plural,person_singular_dom,person_singular_nondom,image_url,no_of_persons_gold,no_of_persons_gold_reason,person_plural_gold,person_plural_gold_reason,person_singular_dom_gold,person_singular_dom_gold_reason,person_singular_nondom_gold,person_singular_nondom_gold_reason
882949383,2/18/2016 20:26:36,false,1898503000,,2/18/2016 20:24:59,false,neodev,1.0,23597630,PRT,14,Lisbon,94.62.38.201,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/8/81/Battenberg_J%C3%A4gerkreuz_2.JPG,,,,,,,,
882949384,2/16/2016 16:02:45,false,1895654698,,2/16/2016 16:01:12,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/e/ef/Fotothek_df_n-17_0000047_Elektronikfacharbeiter.jpg,,,,,,,,
882949384,2/18/2016 20:26:36,false,1898502998,,2/18/2016 20:24:58,false,neodev,1.0,34013380,UKR,07,Kharkov,77.120.182.87,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/e/ef/Fotothek_df_n-17_0000047_Elektronikfacharbeiter.jpg,,,,,,,,
882949384,2/18/2016 20:26:46,false,1898503204,,2/18/2016 20:24:53,false,elite,1.0,35590904,SRB,00,Beograd,188.255.253.162,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/e/ef/Fotothek_df_n-17_0000047_Elektronikfacharbeiter.jpg,,,,,,,,
882949385,2/16/2016 16:16:17,false,1895662661,,2/16/2016 16:14:59,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_female_persons,,,http://upload.wikimedia.org/wikipedia/de/1/1c/Fotografen-am-roten-teppich.jpg,,,,,,,,
882949385,2/18/2016 20:27:24,false,1898503738,,2/18/2016 20:25:39,false,clixsense,1.0,35727307,UKR,05,Kramatorsk,87.76.242.90,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_female_persons,,,http://upload.wikimedia.org/wikipedia/de/1/1c/Fotografen-am-roten-teppich.jpg,,,,,,,,
882949385,2/18/2016 20:27:36,false,1898503933,,2/18/2016 20:25:36,false,neodev,1.0,32207547,ESP,55,Burgos,88.23.185.253,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_female_persons,,,http://upload.wikimedia.org/wikipedia/de/1/1c/Fotografen-am-roten-teppich.jpg,,,,,,,,
882949386,2/16/2016 16:02:45,false,1895654705,,2/16/2016 16:01:12,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,several_persons_no_single_persons_depiction_is_dominant,mixed_equal_amount_of_male_and_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/2009-06-23-flemming-by-RalfR-04.jpg,,,,,,,,
882949386,2/18/2016 20:26:36,false,1898503003,,2/18/2016 20:24:58,false,neodev,1.0,34013380,UKR,07,Kharkov,77.120.182.87,several_persons_no_single_persons_depiction_is_dominant,mixed_equal_amount_of_male_and_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/2009-06-23-flemming-by-RalfR-04.jpg,,,,,,,,
882949386,2/18/2016 20:26:46,false,1898503216,,2/18/2016 20:24:53,false,elite,1.0,35590904,SRB,00,Beograd,188.255.253.162,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_male_persons,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/2009-06-23-flemming-by-RalfR-04.jpg,,,,,,,,
882949387,2/16/2016 16:06:31,false,1895656867,,2/16/2016 16:04:35,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/1/1d/Schleifer-1568.png,,,,,,,,
882949387,2/18/2016 20:26:18,false,1898502670,,2/18/2016 20:25:14,false,tremorgames,0.9091,21480722,HRV,21,Zagreb,46.234.78.47,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/1/1d/Schleifer-1568.png,,,,,,,,
882949387,2/18/2016 20:26:23,false,1898502724,,2/18/2016 20:25:08,false,personaly,1.0,35407670,USA,WI,Rhinelander,75.143.140.173,several_persons_no_single_persons_depiction_is_dominant,mixed_equal_amount_of_male_and_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/1/1d/Schleifer-1568.png,,,,,,,,
882949388,2/16/2016 16:07:42,false,1895657705,,2/16/2016 16:06:32,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.211.74.100,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/d/d3/Werkstatt_und_Schleiferei_im_Gew%C3%B6lbekeller_der_Fa._Gottlob_Brucklacher.JPG,,,,,,,,
882949388,2/18/2016 20:26:18,false,1898502659,,2/18/2016 20:25:14,false,tremorgames,0.9091,21480722,HRV,21,Zagreb,46.234.78.47,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/d/d3/Werkstatt_und_Schleiferei_im_Gew%C3%B6lbekeller_der_Fa._Gottlob_Brucklacher.JPG,,,,,,,,
882949388,2/18/2016 20:26:23,false,1898502725,,2/18/2016 20:25:08,false,personaly,1.0,35407670,USA,WI,Rhinelander,75.143.140.173,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/d/d3/Werkstatt_und_Schleiferei_im_Gew%C3%B6lbekeller_der_Fa._Gottlob_Brucklacher.JPG,,,,,,,,
882949389,2/16/2016 16:07:42,false,1895657706,,2/16/2016 16:06:32,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.211.74.100,no_person,,,,http://upload.wikimedia.org/wikipedia/de/5/59/Werkzeug_as.jpg,,,,,,,,
882949389,2/18/2016 20:26:18,false,1898502665,,2/18/2016 20:25:14,false,tremorgames,0.9091,21480722,HRV,21,Zagreb,46.234.78.47,no_person,,,,http://upload.wikimedia.org/wikipedia/de/5/59/Werkzeug_as.jpg,,,,,,,,
882949389,2/18/2016 20:26:23,false,1898502726,,2/18/2016 20:25:08,false,personaly,1.0,35407670,USA,WI,Rhinelander,75.143.140.173,no_person,,,,http://upload.wikimedia.org/wikipedia/de/5/59/Werkzeug_as.jpg,,,,,,,,
882949390,2/16/2016 16:14:58,false,1895662025,,2/16/2016 16:13:49,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.204.151.25,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/2/2a/LegoSpritzguss.JPG,,,,,,,,
882949390,2/18/2016 20:27:38,false,1898503974,,2/18/2016 20:25:34,false,elite,1.0,32253860,TUR,34,Istanbul,88.236.221.141,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/2/2a/LegoSpritzguss.JPG,,,,,,,,
882949390,2/18/2016 20:28:03,false,1898504279,,2/18/2016 20:25:35,false,neodev,0.9375,34685744,SRB,00,Krusevac,178.149.97.20,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/2/2a/LegoSpritzguss.JPG,,,,,,,,
882949391,2/16/2016 16:16:17,false,1895662660,,2/16/2016 16:14:59,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/de/2/28/Werkzeug_ds.jpg,,,,,,,,
882949391,2/18/2016 20:27:24,false,1898503734,,2/18/2016 20:25:39,false,clixsense,1.0,35727307,UKR,05,Kramatorsk,87.76.242.90,no_person,,,,http://upload.wikimedia.org/wikipedia/de/2/28/Werkzeug_ds.jpg,,,,,,,,
882949391,2/18/2016 20:27:36,false,1898503919,,2/18/2016 20:25:36,false,neodev,1.0,32207547,ESP,55,Burgos,88.23.185.253,no_person,,,,http://upload.wikimedia.org/wikipedia/de/2/28/Werkzeug_ds.jpg,,,,,,,,
882949392,2/16/2016 16:11:51,false,1895660185,,2/16/2016 16:10:21,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/0/04/ProgressiveDieToyota-strip-scrap.jpg,,,,,,,,
882949392,2/18/2016 20:26:59,false,1898503366,,2/18/2016 20:25:32,false,neodev,0.9286,33636762,BRA,27,Marília,177.35.218.17,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/0/04/ProgressiveDieToyota-strip-scrap.jpg,,,,,,,,
882949392,2/18/2016 20:27:49,false,1898504155,,2/18/2016 20:25:31,false,neodev,1.0,35615154,SVK,"","",62.169.172.64,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/0/04/ProgressiveDieToyota-strip-scrap.jpg,,,,,,,,
882949393,2/16/2016 16:04:33,false,1895655856,,2/16/2016 16:02:46,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.204.146.136,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/d/df/AltenpflegemitarbeiterDeutschland.png,,,,,,,,
882949393,2/18/2016 20:26:09,false,1898502578,,2/18/2016 20:25:04,false,neodev,1.0,20045399,GBR,M2,Solihull,82.36.155.235,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/d/df/AltenpflegemitarbeiterDeutschland.png,,,,,,,,
882949393,2/18/2016 20:27:18,false,1898503609,,2/18/2016 20:25:04,false,clixsense,1.0,30169593,SVK,03,Kosice,188.167.213.72,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/d/df/AltenpflegemitarbeiterDeutschland.png,,,,,,,,
882949394,2/16/2016 16:01:11,false,1895653522,,2/16/2016 15:59:05,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,several_persons_but_one_persons_depiction_is_dominant,,female,,http://upload.wikimedia.org/wikipedia/commons/0/01/Bundesarchiv_Bild_183-1985-1206-002%2C_Berlin%2C_Krankenhaus_Friedrichshain%2C_Stationsschwester.jpg,,,,,,,,
882949394,2/18/2016 20:25:31,false,1898502120,,2/18/2016 20:24:36,false,neodev,1.0,30013819,SRB,02,Novi Sad,24.135.241.119,several_persons_but_one_persons_depiction_is_dominant,,female,,http://upload.wikimedia.org/wikipedia/commons/0/01/Bundesarchiv_Bild_183-1985-1206-002%2C_Berlin%2C_Krankenhaus_Friedrichshain%2C_Stationsschwester.jpg,,,,,,,,
882949394,2/18/2016 20:26:07,false,1898502537,,2/18/2016 20:24:43,false,clixsense,0.9231,6631846,TUR,38,Kayseri,78.181.188.26,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/0/01/Bundesarchiv_Bild_183-1985-1206-002%2C_Berlin%2C_Krankenhaus_Friedrichshain%2C_Stationsschwester.jpg,,,,,,,,
882949395,2/16/2016 16:06:31,false,1895656883,,2/16/2016 16:04:35,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/6/64/%28Evan_Jenkins_and_David_Jones%2C_two_folk_poets_from_Ffair_Rhos%2C_discussing_their_poems_in_a_cobbler%27s_workshop%29_%286346726249%29.jpg,,,,,,,,
882949395,2/18/2016 20:26:09,false,1898502587,,2/18/2016 20:25:04,false,neodev,1.0,20045399,GBR,M2,Solihull,82.36.155.235,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/6/64/%28Evan_Jenkins_and_David_Jones%2C_two_folk_poets_from_Ffair_Rhos%2C_discussing_their_poems_in_a_cobbler%27s_workshop%29_%286346726249%29.jpg,,,,,,,,
882949395,2/18/2016 20:27:18,false,1898503616,,2/18/2016 20:25:04,false,clixsense,1.0,30169593,SVK,03,Kosice,188.167.213.72,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/6/64/%28Evan_Jenkins_and_David_Jones%2C_two_folk_poets_from_Ffair_Rhos%2C_discussing_their_poems_in_a_cobbler%27s_workshop%29_%286346726249%29.jpg,,,,,,,,
882949396,2/16/2016 16:04:33,false,1895655860,,2/16/2016 16:02:46,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.204.146.136,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/9/97/KC-10Cockpit.jpg,,,,,,,,
882949396,2/18/2016 20:26:20,false,1898502691,,2/18/2016 20:25:01,false,clixsense,1.0,25912200,ROU,23,Iasi,86.124.179.87,several_persons_but_one_persons_depiction_is_dominant,,male,,http://upload.wikimedia.org/wikipedia/commons/9/97/KC-10Cockpit.jpg,,,,,,,,
882949396,2/18/2016 20:26:36,false,1898502995,,2/18/2016 20:24:59,false,neodev,1.0,23597630,PRT,14,Lisbon,94.62.38.201,several_persons_no_single_persons_depiction_is_dominant,only_male,,,http://upload.wikimedia.org/wikipedia/commons/9/97/KC-10Cockpit.jpg,,,,,,,,
882949397,2/16/2016 16:13:03,false,1895660914,,2/16/2016 16:11:53,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/8/82/ZFA_Azubis_2000-2011.jpg,,,,,,,,
882949397,2/18/2016 20:26:59,false,1898503360,,2/18/2016 20:25:32,false,neodev,0.9286,33636762,BRA,27,Marília,177.35.218.17,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/8/82/ZFA_Azubis_2000-2011.jpg,,,,,,,,
882949397,2/18/2016 20:27:49,false,1898504154,,2/18/2016 20:25:31,false,neodev,1.0,35615154,SVK,"","",62.169.172.64,several_persons_no_single_persons_depiction_is_dominant,gender_is_not_recognizable,,,http://upload.wikimedia.org/wikipedia/commons/8/82/ZFA_Azubis_2000-2011.jpg,,,,,,,,
882949398,2/16/2016 16:02:45,false,1895654702,,2/16/2016 16:01:12,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/4/46/Green_City.jpg,,,,,,,,
882949398,2/18/2016 20:26:36,false,1898502993,,2/18/2016 20:24:58,false,neodev,1.0,34013380,UKR,07,Kharkov,77.120.182.87,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/4/46/Green_City.jpg,,,,,,,,
882949398,2/18/2016 20:26:46,false,1898503206,,2/18/2016 20:24:53,false,elite,1.0,35590904,SRB,00,Beograd,188.255.253.162,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/4/46/Green_City.jpg,,,,,,,,
882949399,2/16/2016 16:01:11,false,1895653515,,2/16/2016 15:59:05,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/98/Park_Glienicke.jpg,,,,,,,,
882949399,2/18/2016 20:25:31,false,1898502125,,2/18/2016 20:24:36,false,neodev,1.0,30013819,SRB,02,Novi Sad,24.135.241.119,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/98/Park_Glienicke.jpg,,,,,,,,
882949399,2/18/2016 20:26:07,false,1898502533,,2/18/2016 20:24:43,false,clixsense,0.9231,6631846,TUR,38,Kayseri,78.181.188.26,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/98/Park_Glienicke.jpg,,,,,,,,
882949400,2/16/2016 16:06:31,false,1895656872,,2/16/2016 16:04:35,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,several_persons_but_one_persons_depiction_is_dominant,,female,,http://upload.wikimedia.org/wikipedia/commons/1/18/Erloeserkathedrale_Fuehrung.jpg,,,,,,,,
882949400,2/18/2016 20:26:09,false,1898502579,,2/18/2016 20:25:04,false,neodev,1.0,20045399,GBR,M2,Solihull,82.36.155.235,one_person,,,female,http://upload.wikimedia.org/wikipedia/commons/1/18/Erloeserkathedrale_Fuehrung.jpg,,,,,,,,
882949400,2/18/2016 20:27:18,false,1898503615,,2/18/2016 20:25:04,false,clixsense,1.0,30169593,SVK,03,Kosice,188.167.213.72,one_person,,,female,http://upload.wikimedia.org/wikipedia/commons/1/18/Erloeserkathedrale_Fuehrung.jpg,,,,,,,,
882949401,2/16/2016 16:13:03,false,1895660918,,2/16/2016 16:11:53,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/a/ad/Portier_mit_Zylinder.JPG,,,,,,,,
882949401,2/18/2016 20:26:16,false,1898502611,,2/18/2016 20:25:32,false,neodev,1.0,30013819,SRB,02,Novi Sad,24.135.241.119,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/a/ad/Portier_mit_Zylinder.JPG,,,,,,,,
882949401,2/18/2016 20:27:46,false,1898504109,,2/18/2016 20:25:33,false,neodev,1.0,32462208,SRB,02,Novi Sad,79.101.144.4,one_person,,,male,http://upload.wikimedia.org/wikipedia/commons/a/ad/Portier_mit_Zylinder.JPG,,,,,,,,
882949402,2/16/2016 16:01:11,false,1895653521,,2/16/2016 15:59:05,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.196.68.111,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_male_persons,,,http://upload.wikimedia.org/wikipedia/commons/e/e1/LondonSmog.jpg,,,,,,,,
882949402,2/18/2016 20:25:31,false,1898502114,,2/18/2016 20:24:36,false,neodev,1.0,30013819,SRB,02,Novi Sad,24.135.241.119,several_persons_but_one_persons_depiction_is_dominant,,male,,http://upload.wikimedia.org/wikipedia/commons/e/e1/LondonSmog.jpg,,,,,,,,
882949402,2/18/2016 20:26:07,false,1898502532,,2/18/2016 20:24:43,false,clixsense,0.9231,6631846,TUR,38,Kayseri,78.181.188.26,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_male_persons,,,http://upload.wikimedia.org/wikipedia/commons/e/e1/LondonSmog.jpg,,,,,,,,
882949403,2/16/2016 16:16:17,false,1895662663,,2/16/2016 16:14:59,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/75/Schriftstellerinnen-Bund_1896.jpg,,,,,,,,
882949403,2/18/2016 20:27:24,false,1898503733,,2/18/2016 20:25:39,false,clixsense,1.0,35727307,UKR,05,Kramatorsk,87.76.242.90,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/75/Schriftstellerinnen-Bund_1896.jpg,,,,,,,,
882949403,2/18/2016 20:27:36,false,1898503920,,2/18/2016 20:25:36,false,neodev,1.0,32207547,ESP,55,Burgos,88.23.185.253,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/75/Schriftstellerinnen-Bund_1896.jpg,,,,,,,,
882949404,2/16/2016 16:16:17,false,1895662657,,2/16/2016 16:14:59,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/f/fa/Wiener_Gewerbewappen_Leichenbestatter.jpg,,,,,,,,
882949404,2/18/2016 20:27:24,false,1898503735,,2/18/2016 20:25:39,false,clixsense,1.0,35727307,UKR,05,Kramatorsk,87.76.242.90,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/f/fa/Wiener_Gewerbewappen_Leichenbestatter.jpg,,,,,,,,
882949404,2/18/2016 20:27:36,false,1898503921,,2/18/2016 20:25:36,false,neodev,1.0,32207547,ESP,55,Burgos,88.23.185.253,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/f/fa/Wiener_Gewerbewappen_Leichenbestatter.jpg,,,,,,,,
882949405,2/16/2016 16:02:45,false,1895654704,,2/16/2016 16:01:12,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/Theater_Bielefeld_Maske.jpg,,,,,,,,
882949405,2/18/2016 20:26:36,false,1898502996,,2/18/2016 20:24:58,false,neodev,1.0,34013380,UKR,07,Kharkov,77.120.182.87,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/Theater_Bielefeld_Maske.jpg,,,,,,,,
882949405,2/18/2016 20:26:46,false,1898503205,,2/18/2016 20:24:53,false,elite,1.0,35590904,SRB,00,Beograd,188.255.253.162,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/Theater_Bielefeld_Maske.jpg,,,,,,,,
882949406,2/16/2016 16:10:20,false,1895659110,,2/16/2016 16:08:57,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/7e/Maskenbildnertisch.JPG,,,,,,,,
882949406,2/18/2016 20:28:11,false,1898504434,,2/18/2016 20:26:44,false,clixsense,1.0,31879651,BRA,06,Fortaleza,191.34.189.9,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/7e/Maskenbildnertisch.JPG,,,,,,,,
882949406,2/18/2016 20:28:22,false,1898504572,,2/18/2016 20:26:33,false,elite,1.0,35357755,BIH,01,Tuzla,109.163.142.143,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/7/7e/Maskenbildnertisch.JPG,,,,,,,,
882949407,2/16/2016 16:14:58,false,1895662031,,2/16/2016 16:13:49,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.204.151.25,several_persons_no_single_persons_depiction_is_dominant,mixed_equal_amount_of_male_and_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/1/1e/Dubi_Preger.jpg,,,,,,,,
882949407,2/18/2016 20:27:38,false,1898503970,,2/18/2016 20:25:34,false,elite,1.0,32253860,TUR,34,Istanbul,88.236.221.141,several_persons_no_single_persons_depiction_is_dominant,mixed_but_predominantly_male_persons,,,http://upload.wikimedia.org/wikipedia/commons/1/1e/Dubi_Preger.jpg,,,,,,,,
882949407,2/18/2016 20:28:03,false,1898504271,,2/18/2016 20:25:35,false,neodev,0.9375,34685744,SRB,00,Krusevac,178.149.97.20,several_persons_no_single_persons_depiction_is_dominant,mixed_equal_amount_of_male_and_female_persons,,,http://upload.wikimedia.org/wikipedia/commons/1/1e/Dubi_Preger.jpg,,,,,,,,
882949408,2/16/2016 16:16:17,false,1895662656,,2/16/2016 16:14:59,false,cf_internal,1.0,36495647,USA,VA,Ashburn,107.22.38.195,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/9d/Chocolate_melanger.jpg,,,,,,,,
882949408,2/18/2016 20:27:24,false,1898503741,,2/18/2016 20:25:39,false,clixsense,1.0,35727307,UKR,05,Kramatorsk,87.76.242.90,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/9d/Chocolate_melanger.jpg,,,,,,,,
882949408,2/18/2016 20:27:36,false,1898503929,,2/18/2016 20:25:36,false,neodev,1.0,32207547,ESP,55,Burgos,88.23.185.253,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/9/9d/Chocolate_melanger.jpg,,,,,,,,
882949409,2/16/2016 16:13:03,false,1895660919,,2/16/2016 16:11:53,false,cf_internal,1.0,36495647,USA,VA,Ashburn,54.90.102.231,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/f/f3/Solingen_De-Leuw-Stra%C3%9Fe_2015_020.jpg,,,,,,,,
882949409,2/18/2016 20:26:59,false,1898503355,,2/18/2016 20:25:32,false,neodev,0.9286,33636762,BRA,27,Marília,177.35.218.17,no_person,,,,http://upload.wikimedia.org/wikipedia/commons/f/f3/Solingen_De-Leuw-Stra%C3%9Fe_2015_020.jpg,,,,,,,,
