,l_m_without_outliers,NormalizedGoogleDif2,intercept,Bias2
Musikfachhändler,33.5901386749,0.817338896616,1,0
Physiklaborant,32.4723846654,0.702127659574,1,0
Schnellzeichner,48.7741935484,0.9456625838,1,0
Betriebsinformatiker,25.5314765985,0.820971867008,1,0
Dekorationsmalerei,70.9736680955,0.957446808511,1,0
Expedient,37.0142226858,0.996801462189,1,0
Zahnarzt,66.0346097202,0.812807881773,1,0
Strahlenschutzbeauftragter,8.21409644939,0.133220910624,1,0
Zinngießer,4.20514511873,0.976265439574,1,0
Fluglotse,30.8085212408,0.791798107256,1,0
Automatenfachmann,31.1041666667,0.81365221724,1,0
Schiffbauingenieur,6.19822907741,0.948618516723,1,0
Amtsanwalt,93.3804860355,0.408966148216,1,0
Holztechniker,11.5013019049,0.915865151074,1,0
Kupferschmied,3.29425467804,0.979742173112,1,0
Stationsarzt,57.2999620781,0.544172234595,1,0
Kfz-Mechatroniker,3.97341840672,0.940639269406,1,0
Schalungsbauer,0.723795907426,0.669595782074,1,0
Straßenreiniger,6.25302705321,0.926174496644,1,0
Immobilienmakler,57.0449103969,0.924528301887,1,0
Privatdozent,42.812488391,0.75797579758,1,0
Sport- und Fitnesskaufmann,45.0848688391,0.472527472527,1,0
Technischer Modellbauer,10.0019805902,0.793977812995,1,0
Reprograf,50.1462693284,0.933848104183,1,0
Tourismuskaufmann,82.1267850182,0.0564459930314,1,0
Spielzeughersteller,60.4,0.98553583169,1,0
Offizier,43.2896890344,0.967968177536,1,0
Journalist,50.5608415413,0.948460087995,1,0
Zusteller,47.8940392206,0.985839233653,1,0
Kraftwerker,6.16331126919,0.964579901153,1,0
Landwirt,21.5765899789,0.947547353084,1,0
Restaurantfachmann,65.2648305355,0.179874213836,1,0
Holzspielzeugmacher,60.4,0.924603174603,1,0
Friseur,91.9347511287,0.907918968692,1,0
Umweltschutztechnischer Assistent,31.4682116176,0.336617405583,1,0
Edelsteinschleifer,60.9995903318,0.835016835017,1,0
Bäcker,29.4110759864,0.957005189029,1,0
Konstruktionsmechaniker,2.2858399983,0.928934010152,1,0
Erntehelfer,21.5765899789,0.915119363395,1,0
Unternehmensberater,26.911058483,0.893772893773,1,0
Maschinenführer,12.501779731,0.942365865308,1,0
Synchronsprecher,44.0665569574,0.682242990654,1,0
Beschließerin,93.6919095072,-0.320905459387,1,1
Diätkoch,56.8326947637,0.485645933014,1,0
Medienkaufmann Digital und Print,65.0971858153,0.212636695018,1,0
Futtermeister,31.1584553928,0.904761904762,1,0
Industrieelektriker,4.9236883504,0.94282984314,1,0
Fleischer,13.9570504204,0.996963680953,1,0
Arbeitsvermittler,66.3964145433,0.645133505599,1,0
Technischer Fachwirt,62.1600224791,0.841029832448,1,0
Flachglasmechaniker,22.984008166,0.887076537014,1,0
Sportfachmann,45.0848688391,0.433778857837,1,0
Videojournalist,50.5608415413,0.991355705913,1,0
Funker,45.3608247423,0.997006774743,1,0
Estrichleger,0.557103064067,0.984324740633,1,0
Imker,28.5714285714,0.938721204288,1,0
Zerspanungsmechaniker,2.73770282356,0.939355653822,1,0
Yogalehrer,57.8800147221,0.0520547945205,1,0
Architekt,46.4820056611,0.880341880342,1,0
Archivar,67.26062468,0.955154057106,1,0
Feuerungs- und Schornsteinbauer,1.2849391531,0.870229007634,1,0
Produktionstechnologe,15.718731148,0.770966368668,1,0
Gerätezusammensetzer,21.0325537037,0.890025575448,1,0
Beleghebamme,99.8431372549,-0.993448107618,1,1
Tanzlehrer,67.9136690647,0.406369426752,1,0
Industriekaufmann,62.1600224791,0.29392971246,1,0
Butler,93.6919095072,0.999683383464,1,0
Trockenbaumonteur,1.37884208602,0.925013989927,1,0
Luftverkehrskaufmann,35.0604490501,0.370473537604,1,0
Patentingenieur,19.2801844836,0.819641423602,1,0
Qualitätsfachmann,27.7924731183,0.770956316411,1,0
Softwareentwickler,12.3967931919,0.991208626066,1,0
Schiffszimmerer,1.21315420092,0.930215293244,1,0
Fachverkäufer im Lebensmittelhandwerk (Fleischerei),92.3912445691,0.385579937304,1,0
Holzblasinstrumentenmacher,29.4294294294,0.845556095192,1,0
Pilot,6.46539170954,0.996156162101,1,0
Polier,1.0979692033,0.988797051472,1,0
Sattler,48.3291210334,0.985128027568,1,0
Bootsführer,5.69221386461,0.969955428383,1,0
Haushälterin,93.6919095072,-0.807228915663,1,1
Maschinenzusammensetzer,21.0325537037,0.862567811935,1,0
Büromaschinenmechaniker,11.4381605553,0.910313901345,1,0
Bautechniker,22.5084770306,0.898734177215,1,0
Datentechnischer Assistent,11.4381605553,0.652173913043,1,0
Pharmareferent,57.8807706289,0.374722838137,1,0
Facharzt,54.1590254126,0.548856548857,1,0
Platzwart,7.74886392866,0.98976001553,1,0
Sozialmanager,86.944437789,0.199255121043,1,0
Augenoptiker,76.7466540888,0.954359274429,1,0
Apotheker,83.8102088662,0.785195936139,1,0
Historiker,49.6703296703,0.832309360318,1,0
Büroinformationselektroniker,11.4381605553,0.953818827709,1,0
Medienfachwirt,65.0971858153,0.149732620321,1,0
Industriemeister,7.61356849122,0.928484107579,1,0
Vertriebsingenieur,34.1969853683,0.957555799488,1,0
Werkpolier,1.0979692033,0.900237529691,1,0
Glasveredler,22.984008166,0.74689193497,1,0
Schilder- und Lichtreklamehersteller,34.2415730337,0.820901902116,1,0
Änderungsschneider,84.4050647718,0.561904761905,1,0
Goldschläger,60.9995903318,0.997067926372,1,0
Pförtner,31.0871031175,0.952755905512,1,0
Produktveredler Textil,20.9806780897,0.483992467043,1,0
Schuhfertiger,37.8797535585,0.656957928803,1,0
Tiefbaufacharbeiter,2.56153858974,0.911748603964,1,0
Kriminologe,48.3720930233,0.525809273841,1,0
Bohrwerkdreher,2.73770282356,0.933701657459,1,0
Musikverleger,32.6357466063,0.962504986039,1,0
Chemiker,14.1397849462,0.855050694705,1,0
Wirtschaftsprüfer,38.28113879,0.951365956169,1,0
Wasserbauer,6.43323607058,0.967213114754,1,0
Kürschner,65.6862745098,0.977822214143,1,0
Gefahrgutbeauftragter,13.8408304498,0.0600112170499,1,0
Schneidwerkzeugmechaniker,3.10172465159,0.987413050679,1,0
Diener,93.6919095072,0.909610131612,1,0
Skipper,4.49203447375,0.998066595754,1,0
Schornsteinfeger,8.08986148295,0.984126984127,1,0
Industriekeramiker Dekorationstechnik,75.4844144903,0.529411764706,1,0
Psychologe,77.9567882775,0.469456066946,1,0
Seegüterkontrolleur,14.3576367827,0.89400921659,1,0
Dramaturg,51.4743851067,0.853379879403,1,0
Fahrradmonteur,4.72055030095,0.923484046575,1,0
Chefpilot,6.46539170954,0.984390035283,1,0
Souffleur,60.3174603175,0.713870733479,1,0
Tätowierer,41.125,0.899518238128,1,0
Sportlehrer,44.6119065561,0.535181236674,1,0
Fluggerätmechaniker,7.47075732134,0.930424291172,1,0
Elektromechanikermeister,1.19304480264,0.986230636833,1,0
Host,58.3260838046,0.87717553456,1,0
Heilgehilfe,84.9596721778,0.796875,1,0
Brückenwärter,7.47126436782,0.94624652456,1,0
Färber,43.0767459267,0.970854988281,1,0
Facharbeiter für Nachrichtentechnik,11.4381605553,0.955128205128,1,0
Fotomedienfachmann,39.4658181468,0.388684790595,1,0
Honorarprofessor,42.812488391,0.834666666667,1,0
Schirmmacher,54.8604292327,0.921487603306,1,0
Gürtler,14.0532544379,0.99887832727,1,0
Kartograf,47.4680548982,0.937673557544,1,0
Fachlagerist,24.9768310941,0.871091871092,1,0
Intendant,40.1872883044,0.847076461769,1,0
Chemigraf,44.0740740741,0.949748743719,1,0
Industriemechaniker,13.3411949814,0.928468850441,1,0
Calculator,35.7425929421,0.999608198597,1,0
Industrietechnologe,11.4381605553,0.78100863244,1,0
Metall- und Glockengießer,4.20514511873,0.877767936227,1,0
Physikalisch-technischer Assistent,32.4723846654,0.530593607306,1,0
Klassenlehrer,70.4238331399,0.0691244239631,1,0
Feintäschner,48.3291210334,0.896907216495,1,0
Energieelektroniker,4.9236883504,0.946096223647,1,0
Rentenberater,44.3380220021,0.838407494145,1,0
Nachtportier,79.2351889413,0.995518087717,1,0
Kernmacher,4.20514511873,0.940357852883,1,0
Zahlmeister,31.3624678663,0.965475987011,1,0
Arzt,90.9643696925,0.758909853249,1,0
Stuntman,41.5165165165,0.892034464568,1,0
Maschinenbautechniker,13.3411949814,0.952965235174,1,0
Flugdienstberater,30.8085212408,0.945337620579,1,0
Zahntechniker,60.2778057373,0.806451612903,1,0
Inspektor,16.2258392675,0.985070760826,1,0
Gewässerschutzbeauftragter,26.1261261261,0.136929460581,1,0
Filmregisseur,50.9119332986,0.878619994963,1,0
Biologielaborant,73.2942168505,0.554677206851,1,0
Systemprogrammierer,12.3967931919,0.888553390063,1,0
Geprüfter Technischer Betriebswirt,62.1600224791,0.902993734045,1,0
Servicefahrer,10.9479201806,0.812104572042,1,0
Online-Redakteur,50.5608415413,0.491338582677,1,0
Tierarzt,72.8797953964,0.728571428571,1,0
Produktprüfer Textil,34.0723731095,0.456869009585,1,0
Zootechniker,43.2111947848,0.600377002828,1,0
Feinpolierer,6.28800778399,0.829694323144,1,0
Schauspieler,44.0665569574,0.287179487179,1,0
Verlagskaufmann,65.0971858153,0.261663286004,1,0
Verkaufsgärtner,40.2721885991,0.797413793103,1,0
Mönchtum,62.5711035267,-0.6,1,0
Fachberater für Finanzdienstleistungen,44.3380220021,0.766233766234,1,0
Pantomime,41.5165165165,0.996959800855,1,0
Masseur und medizinischer Bademeister,77.4982405505,0.542954490144,1,0
Leichtflugzeugbauer,7.47075732134,0.744877726371,1,0
Asphaltbauer,0.983744394619,0.813796430294,1,0
Systemelektroniker,11.4381605553,0.907894736842,1,0
Korrektor,76.9957343083,0.933139534884,1,0
Biologiemodellmacher,10.0019805902,0.803499327052,1,0
Systeminformatiker,11.4381605553,0.830269847478,1,0
Gestaltungs- und medientechnischer Assistent,57.881773399,0.28813559322,1,0
Feinoptiker,42.1704511943,0.650902837489,1,0
Elektroniker,25.5998730188,0.934855233853,1,0
Messebau,2.72014753343,0.993123142374,1,0
Haus- und Familienpfleger,81.0310203384,0.572212065814,1,0
Fremdenführer,58.0346820809,0.675698207586,1,0
Medizinphysiker,13.6886395512,0.792580557812,1,0
Fahrzeuginnenausstatter,44.4552466135,0.846607669617,1,0
Raumausstatter,40.0455860437,0.972842964136,1,0
Euro-Fremdsprachenkorrespondent,89.5453170683,0.543859649123,1,0
Medizinischer Dokumentar,85.1895119418,0.162051747617,1,0
Zauberer,19.2592592593,0.812895501967,1,0
Medientechnologe Druck,22.5987478195,0.730860675226,1,0
Fahrbahnmarkierer,2.21180663155,0.966386554622,1,0
Denkmaltechnischer Assistent,13.1957960296,0.55223880597,1,0
Theologe,30.0088759784,0.626585045912,1,0
Gerichtsvollzieher,27.2030651341,0.867293849334,1,0
Dozent,51.7249764431,0.418952618454,1,0
Drahtwarenmacher,12.937104197,0.856741573034,1,0
Geigenbauer,29.8076923077,0.901108269395,1,0
Prorektor,29.7738693467,0.891945906335,1,0
Kellner,65.2648305355,0.714708056171,1,0
Lotse,6.25990491284,0.940322843633,1,0
Werkstoffprüfer,19.3917391602,0.840490797546,1,0
Versicherungsvertreter,53.568518232,0.969456564855,1,0
Gastwirt,46.9442078365,0.831166062673,1,0
Präparator,51.5706806283,0.827888878834,1,0
Schwesternhelferin,84.9596721778,-0.252204585538,1,1
Gärtner,21.8356761854,0.701466781708,1,0
Mechaniker,13.3411949814,0.958006470302,1,0
Kettenschmied,60.9995903318,0.857142857143,1,0
Orthopädietechnik-Mechaniker,29.4536817102,0.830282861897,1,0
Richter,38.4615384615,0.956745623069,1,0
Spezialtiefbauer,2.56153858974,0.899012074643,1,0
Schiffsbetriebsoffizier,4.49203447375,0.953125,1,0
Glasschneider,22.984008166,0.999666722213,1,0
Betriebsführer,25.9924816691,0.800590691516,1,0
Schausteller,18.8318693173,0.96671709531,1,0
Kesselwärter,12.501779731,0.978021978022,1,0
Betonfertigteilbauer,1.71388101983,0.934168365861,1,0
Baustoffprüfer,23.0246602919,0.789598108747,1,0
Physikingenieur,32.4723846654,0.891045710708,1,0
Betriebsingenieur,15.718731148,0.963275204989,1,0
Tonmeister,26.5236833389,0.943141043334,1,0
Sicherheitsbeauftragter,13.1710869017,0.184668989547,1,0
Chemielaborjungwerker,59.1680426246,0.839388145315,1,0
Wildhüter,9.27835051546,0.979797979798,1,0
Conférencier,48.0295566502,0.999446519994,1,0
Kinder- und Jugendlichenpsychotherapeut,78.1458251666,0.058495821727,1,0
Bootsbauer,1.21315420092,0.951672862454,1,0
Leuchtröhrenglasbläser,26.8707482993,0.813780260708,1,0
Kanalbauer,0.544182430682,0.910369643441,1,0
Kopierfräser,2.73770282356,0.999264976112,1,0
Künstlerischer Leiter,40.1872883044,0.583333333333,1,0
Tapezierer,5.53319493285,0.971710244321,1,0
Täschner,48.3291210334,0.95572456879,1,0
Ethnologe,64.6258503401,0.186046511628,1,0
Straßenbauer,0.528109028961,0.964346841509,1,0
Fernmeldehandwerker,11.4381605553,0.959183673469,1,0
Kunsthistoriker,67.3256247669,0.338867924528,1,0
Maschinen- und Anlagenführer,12.501779731,0.94217751629,1,0
Tierwirt,43.2111947848,0.814977973568,1,0
Gartenbaufachwerker,21.8356761854,0.894230769231,1,0
Fertigungsmechaniker,21.0325537037,0.885121752301,1,0
Komiker,54.5454545455,0.74875484228,1,0
Edelsteinfasser,60.9995903318,0.797752808989,1,0
Orchesterwart,12.5905136121,0.978947368421,1,0
Schleifer,6.28800778399,0.997238142634,1,0
Steuermann,4.49203447375,0.804043545879,1,0
Bestatter,26.2594161959,0.933344573709,1,0
Rettungsschwimmer,39.2836746349,0.912547035163,1,0
Werkschutz,14.3865948534,0.89898989899,1,0
Saaldiener,58.3260838046,0.935483870968,1,0
Fachwirt,59.7982510844,0.69933396765,1,0
Schifffahrtskaufmann,42.1270978691,0.458733205374,1,0
Desinfektor,13.1873479319,0.87375249501,1,0
Professor,42.812488391,0.991310644461,1,0
Datentypist,79.4443583916,0.309352517986,1,0
Finanzmakler,44.3380220021,0.928205128205,1,0
Bundeskanzler,18.1568088033,-0.408695652174,1,0
Handschuhmacher,48.3291210334,0.892573900505,1,0
Handwerksmeister,7.61356849122,0.965373905323,1,0
Datenverarbeitungskaufmann,25.5314765985,0.601884570082,1,0
Einrichtungsberater,56.4822153968,0.546275395034,1,0
Rauchwarenzurichter,65.6862745098,0.582089552239,1,0
Werkzeugmacher,3.10172465159,0.963692150345,1,0
Bühnenmaler,70.9736680955,0.667645331767,1,0
Klavier- und Cembalobauer,16.3310961969,0.885207652823,1,0
Energieberater,41.0920869968,0.92918747163,1,0
Pyrotechniker,5.76271186441,0.962833914053,1,0
Textilreiniger,83.7570295047,0.928311113161,1,0
Wirtschaftsfachwirt,62.1600224791,0.701308698999,1,0
Werbeleiter,39.301264773,0.670212765957,1,0
Former,4.20514511873,0.999520714136,1,0
Sparkassenkaufmann,59.7982510844,0.421947449768,1,0
Regieassistent,50.9119332986,0.313131313131,1,0
Mitarbeiter,34.1969853683,0.879263740507,1,0
Facharbeiter für Fertigungsmittel,3.10172465159,0.803278688525,1,0
Film- und Videoeditor,26.5236833389,0.686316541622,1,0
Redenschreiber,47.7832512315,0.903157060019,1,0
Weber,34.0723731095,0.997878964113,1,0
Pastoralreferent,30.0088759784,0.25,1,0
Astrophysiker,13.6886395512,0.824981301421,1,0
Dekorvorlagenhersteller,50.1462693284,0.669341894061,1,0
Biersieder,3.84404173531,0.965635738832,1,0
Veranstaltungskaufmann,58.3260838046,0.146529562982,1,0
Social-Media-Manager,54.6682417799,0.980972240323,1,0
Technischer Assistent,39.2857142857,0.0280777537797,1,0
Account-Manager,43.2484932485,0.995389441064,1,0
Mediaberater,54.6682417799,0.819945673263,1,0
Fallmanager,66.3964145433,0.543062200957,1,0
Anwendungsprogrammierer,13.505193109,0.848124428179,1,0
Literaturagent,60.5296610169,0.255172413793,1,0
Anlagenelektriker,3.41477678862,0.809034907598,1,0
"Wärme-, Kälte- und Schallschutzisolierer",1.2101210121,0.923489452985,1,0
Haustechniker,6.86331637035,0.945583302274,1,0
IT-Berater,19.8526233052,0.93930938263,1,0
Tonassistent,26.5236833389,0.830161054173,1,0
Landmaschinenmechaniker,0.488489461042,0.964383153926,1,0
Industriekeramiker Verfahrenstechnik,25.5032397408,0.60625,1,0
Bauwerksmechaniker für Abbruch und Betontrenntechnik,1.2849391531,0.43661971831,1,0
Schweißer,26.7465962203,0.965647102048,1,0
Tontechniker,26.5236833389,0.912536443149,1,0
Wissenschaftlicher Mitarbeiter,42.812488391,0.229813664596,1,0
Gebäudereiniger,61.5522574535,0.93583918491,1,0
Notar,48.031496063,0.984729465091,1,0
Schmied,2.2858399983,0.984790464376,1,0
Fluglehrer,5.5737704918,0.922978831931,1,0
Schriftgießer,4.20514511873,0.969407265774,1,0
Kapitän,4.49203447375,0.96463654224,1,0
Rettungssanitäter,21.3708058503,0.878928987194,1,0
Tiefbauingenieur,2.56153858974,0.861252115059,1,0
Naturwerksteinmechaniker,4.23446184942,0.865745310958,1,0
Geograph,42.5909494232,0.977785233714,1,0
Klebfachingenieur,20.1141507577,0.91884057971,1,0
Elektromechaniker,25.5998730188,0.972549831023,1,0
Laborant,59.1680426246,0.69133192389,1,0
Jurist,57.9327818764,0.852331606218,1,0
Metallschleifer,6.28800778399,0.932952924394,1,0
Holz- und Bautenschützer,1.22249388753,0.902813299233,1,0
Kommunikationselektroniker,11.4381605553,0.936376210235,1,0
Staatsanwalt,75.0484007466,0.722912966252,1,0
Elektroanlagenmonteur,3.41477678862,0.895762586741,1,0
Textillaborant,59.1680426246,0.699650756694,1,0
Installateur,3.41477678862,0.9983847253,1,0
Ballettrepetitor,35.5086372361,0.88623853211,1,0
Umweltgutachter,41.0920869968,0.900943396226,1,0
Bühnenmeister,19.2571659265,0.91473448018,1,0
Maschinenbauingenieur,9.54682779456,0.923859343214,1,0
Treuhänder,38.28113879,0.836717499368,1,0
Verkehrsplaner,26.3961430293,0.93692575118,1,0
Wachleiter,14.3865948534,0.961206896552,1,0
IT-Systemkaufmann,21.9930782724,0.805186849091,1,0
Förderlehrer,76.2119908204,0.181166837257,1,0
Automobil-Mechatroniker,3.97341840672,0.968549796156,1,0
Fahrzeuglackierer,6.22029488291,0.920438957476,1,0
Fassadenmonteur,1.2849391531,0.816246896062,1,0
Rechtsanwalt,46.2251399884,0.625492302184,1,0
Karosserie- und Fahrzeugbaumechaniker,3.97341840672,0.894353369763,1,0
Beleuchtungsmeister,19.2571659265,0.912126537786,1,0
Versicherungsfachmann,53.568518232,0.610134859011,1,0
Psychologischer Psychotherapeut,78.1458251666,0.0561797752809,1,0
Fluggerätelektroniker,4.35011032889,0.917510853835,1,0
Holzfäller,5.09963399756,0.989187144366,1,0
Soldat,43.2896890344,0.974652640649,1,0
Fördermaschinist,7.26492128967,0.943548387097,1,0
Datenschutzbeauftragter,57.9327818764,0.233532934132,1,0
Schiffsingenieur,3.8146208153,0.978021978022,1,0
Industrieelektroniker,4.9236883504,0.956879383496,1,0
Ausbilder,33.7182984156,0.792850595784,1,0
Elektromonteur,1.46126422781,0.981605351171,1,0
Personaldisponent,66.3964145433,0.337997376476,1,0
Schlafwagenschaffner,54.3373493976,0.920792079208,1,0
Juwelier,60.9995903318,0.998079623473,1,0
Volkswirt,45.1293759513,0.787974683544,1,0
Jäger,9.27835051546,0.959803185723,1,0
Diplom-Handelslehrer,63.6176386302,0.5682382134,1,0
Grafiker,48.9152458611,0.795407098121,1,0
Pflegedienstleitung,78.3566481054,0.0107066381156,1,0
Flugbegleiter,78.2033652524,0.320552147239,1,0
Kupferstecher,48.7741935484,0.975149265774,1,0
Schiffsmechaniker,6.19822907741,0.797752808989,1,0
Registrator,67.26062468,0.998288821641,1,0
Metallverformer,4.20514511873,0.97906755471,1,0
Nautischer Offiziersassistent,3.8146208153,0.814814814815,1,0
Sänger,48.1166205576,0.223367697595,1,0
Informatikkaufmann,25.5314765985,0.611971646101,1,0
Industrie-Isolierer,1.2101210121,0.865778200857,1,0
Schuhmacher,37.8797535585,0.992811501597,1,0
Mühlenbauer,3.68870499164,0.980198019802,1,0
Sprachmittler,69.8481848185,0.68112244898,1,0
Revierjäger,9.27835051546,0.867870722433,1,0
Brunnenbauer,0.531914893617,0.974795374821,1,0
Kunstkritiker,50.5608415413,0.718822979916,1,0
Toningenieur,26.5236833389,0.952489424016,1,0
Braumeister,4.35766836446,0.97635759143,1,0
Redakteur,50.5608415413,0.599518941672,1,0
Fachlehrer,63.6176386302,0.554347826087,1,0
Entwicklungshelfer,34.1637010676,0.762752792031,1,0
Dompteur,41.5165165165,0.645390070922,1,0
Steuerberater,76.2525479477,0.835820895522,1,0
Dirigent,27.8372591006,0.914453259745,1,0
Reporter,50.5608415413,0.9872502582,1,0
Vermessungstechniker,27.0417875979,0.737604212374,1,0
Filmgeschäftsführung,40.1872883044,0.536231884058,1,0
Weinküfer,12.1335504886,0.685695097381,1,0
Fotogravurzeichner,50.1462693284,0.619402985075,1,0
Immissionsschutzbeauftragter,26.1261261261,0.565778853914,1,0
Zimmerer,1.21315420092,0.961630991302,1,0
Abt,62.5711035267,0.986317527719,1,0
Chefredakteur,31.7397555715,0.622980251346,1,0
Pferdewirt,60.9494015234,0.394957983193,1,0
Hoteldiener,79.2351889413,0.944121071013,1,0
Beton- und Stahlbetonbauer,0.723795907426,0.928100510014,1,0
Justizfachwirt,93.3804860355,0.178947368421,1,0
Literat,47.7832512315,0.958140352934,1,0
Ewerführer,5.69221386461,0.940532081377,1,0
Chemikant,26.7838353922,0.838016528926,1,0
Kurator,67.3256247669,0.743709771796,1,0
Isolierfacharbeiter,1.2101210121,0.841726618705,1,0
Clown,54.5454545455,0.992776186325,1,0
Fachverkäufer im Lebensmittelhandwerk,72.0206153296,0.399317406143,1,0
Zimmerpolier,2.22108756702,0.965065502183,1,0
Modeschneider,84.4050647718,0.251655629139,1,0
Ausbaufacharbeiter,0.557103064067,0.913805697589,1,0
Rektor,29.7738693467,0.926798847361,1,0
Orientalist,53.3333333333,0.990648101108,1,0
Gesundheits- und Krankenpfleger,84.9596721778,0.495477386935,1,0
Liedermacher,48.1166205576,0.878855860909,1,0
Maler und Lackierer,5.53319493285,0.976098616731,1,0
